"","rule.id","a.rule","p.rule","qk","qK","tk","tK","AHRk.H1","AHRK.H1","gk","H0.pr.S","H1.pr.S","H0.cpk","H1.cpk","H1.pow.nbind","H1.pow.bind","H1.powloss","H0.AE","H1.AE","H0.AN","H1.AN","H0.AL","H1.AL"
"tmp.277",279,1,1,0.9,1,59.4969659165409,64.880520736181,0.754381657954888,0.750000735721012,0.3,0.939362628407671,0.0716079391204972,0.3,0.3,0.900085213430627,0.891290652876247,0.00879456055438055,460.28037847689,504.362316692679,648.173823517288,679.591759347729,57.2967062983674,64.4950154704043
"tmp.278",280,1,1,0.9,1,59.4969659165409,64.880520736181,0.754381657954888,0.750000735721012,0.35,0.944733852052283,0.0781596724325486,0.35,0.35,0.900085213430627,0.888704638636457,0.0113805747941701,460.007520315744,504.029488640427,647.991843197365,679.55440756923,57.2713573763553,64.4597438549553
"tmp.279",281,1,1,0.9,1,59.4969659165409,64.880520736181,0.754381657954888,0.750000735721012,0.4,0.949476236479451,0.0847878242905857,0.4,0.4,0.900085213430627,0.885737973570439,0.0143472398601882,459.766607186844,503.692778526038,647.831168332128,679.516620124554,57.2489761945336,64.4240608360746
"tmp.280",282,1,1,0.9,1,59.4969659165409,64.880520736181,0.754381657954888,0.750000735721012,0.45,0.953750301292762,0.0915934051681793,0.45,0.45,0.900085213430627,0.882340860782591,0.017744352648036,459.549484694328,503.347055017457,647.686360419898,679.477821147644,57.2288051976071,64.3874226183406
"tmp.281",283,1,1,0.9,1,59.4969659165409,64.880520736181,0.754381657954888,0.750000735721012,0.5,0.957668218695279,0.0986782600847957,0.5,0.5,0.900085213430627,0.878447556119397,0.0216376573112298,459.35045449028,502.987144387692,647.553618998293,679.43743001465,57.2103150007251,64.3492809135078
"tmp.282",284,1,1,0.9,1,59.4969659165409,64.880520736181,0.754381657954888,0.750000735721012,0.55,0.961313185040506,0.106156137635278,0.55,0.55,0.900085213430627,0.873970440979066,0.0261147724515615,459.165290199942,502.607268208128,647.430125324318,679.394798238812,57.1931129674949,64.3090233497802
"tmp.283",285,0,0,0.9,1,59.4969659165409,64.880520736181,0.754381657954888,0.750000735721012,0.6,0.964750751109915,0.114165257004183,0.6,0.6,0.900085213430627,0.868790418102438,0.0312947953281891,458.990661843616,502.200404944188,647.313658497677,679.34913782524,57.1768897379349,64.2659058166007
"tmp.284",286,0,0,0.9,1,59.4969659165409,64.880520736181,0.754381657954888,0.750000735721012,0.65,0.968036274766315,0.122886147720857,0.65,0.65,0.900085213430627,0.862740821586616,0.0373443918440115,458.823757241871,501.757383695781,647.202342960349,679.299419565529,57.1613840564654,64.2189564233514
"tmp.285",287,0,0,0.9,1,59.4969659165409,64.880520736181,0.754381657954888,0.750000735721012,0.7,0.971220753651009,0.132571093295826,0.7,0.7,0.900085213430627,0.855578964732173,0.0445062486984538,458.661985714529,501.265388460572,647.094450881269,679.244205178029,57.146355245111,64.1668169879233
"tmp.286",288,0,0,0.9,1,59.4969659165409,64.880520736181,0.754381657954888,0.750000735721012,0.75,0.97435678083935,0.14359875133196,0.75,0.75,0.900085213430627,0.846931942548844,0.0531532708817831,458.502675533361,500.705183432336,646.988200375093,679.181335915696,57.1315550964141,64.1074489863535
"tmp.287",289,0,0,0.9,1,59.4969659165409,64.880520736181,0.754381657954888,0.750000735721012,0.8,0.977507021650924,0.156588252756079,0.8,0.8,0.900085213430627,0.836182374728275,0.0639028387023526,458.342643300133,500.045316759991,646.881468302728,679.107282080336,57.1166878680253,64.037519293357
"tmp.288",290,0,0,0.9,1,59.4969659165409,64.880520736181,0.754381657954888,0.750000735721012,0.85,0.980760860480028,0.172676368304286,0.85,0.85,0.900085213430627,0.822190190042137,0.0778950233884901,458.177348287615,499.228040490142,646.771226266597,679.015562881797,57.1013317197477,63.9509080413585
