"","rule.id","a.rule","p.rule","qk","qK","tk","tK","AHRk.H1","AHRK.H1","gk","H0.pr.S","H1.pr.S","H0.cpk","H1.cpk","H1.pow.nbind","H1.pow.bind","H1.powloss","H0.AE","H1.AE","H0.AN","H1.AN","H0.AL","H1.AL"
"tmp.175",177,1,1,0.6,1,44.8034925971811,64.880520736181,0.762011353430225,0.750000735721012,0.3,0.665661131464761,0.0259118212351181,0.3,0.3,0.900085213430627,0.894240158964111,0.0058450544665164,372.737658086361,502.734717925024,549.790106812899,675.537282590173,49.0892742454941,64.3602883721108
"tmp.176",178,1,1,0.6,1,44.8034925971811,64.880520736181,0.762011353430225,0.750000735721012,0.35,0.705926020258846,0.0335474774735294,0.35,0.35,0.900085213430627,0.891270998664202,0.00881421476642541,364.555832683403,501.183152577379,541.913896799658,674.22221578258,48.324659144047,64.2069870869525
"tmp.177",179,1,1,0.6,1,44.8034925971811,64.880520736181,0.762011353430225,0.750000735721012,0.4,0.741920526842446,0.0424188030959708,0.4,0.4,0.900085213430627,0.88735469229284,0.0127305211377872,357.241748945615,499.380499210899,534.87301573265,672.694333240311,47.6411369954151,64.0288772328005
"tmp.178",180,1,1,0.6,1,44.8034925971811,64.880520736181,0.762011353430225,0.750000735721012,0.45,0.774435037644642,0.0527207638436273,0.45,0.45,0.900085213430627,0.882276838406132,0.0178083750244956,350.634800350609,497.287140786975,528.512856218351,670.920056582305,47.0236986584397,63.8220444769829
"tmp.179",181,1,1,0.6,1,44.8034925971811,64.880520736181,0.762011353430225,0.750000735721012,0.5,0.804038352461764,0.0647060116767714,0.5,0.5,0.900085213430627,0.875765841878004,0.0243193715526234,344.61940677977,494.85173842728,522.722155397591,668.8558722982,46.4615428388168,63.581416318984
"tmp.188",190,1,1,0.65,1,47.3212250114027,64.880520736181,0.760348229138903,0.750000735721012,0.1,0.533156486207241,0.00806230685864364,0.1,0.1,0.900085213430627,0.899506198665973,0.000579014764654384,413.204776752352,506.566521840533,590.413229131313,678.841504688436,52.9028910051886,64.7389523058262
"tmp.189",191,1,1,0.65,1,47.3212250114027,64.880520736181,0.760348229138903,0.750000735721012,0.15,0.603753407733329,0.0129998871529002,0.15,0.15,0.900085213430627,0.898696787735682,0.00138842569494568,400.652644105014,505.688620064214,578.550763989449,678.13201003366,51.7340752503098,64.6522518732745
"tmp.190",192,1,1,0.65,1,47.3212250114027,64.880520736181,0.760348229138903,0.750000735721012,0.2,0.657638804843165,0.0186136696761678,0.2,0.2,0.900085213430627,0.897446729000957,0.00263848442967052,391.071820498885,504.690489531577,569.496351544075,677.32534999859,50.8419385998951,64.5536778058138
"tmp.191",193,1,1,0.65,1,47.3212250114027,64.880520736181,0.760348229138903,0.750000735721012,0.25,0.701482278783242,0.0249616183849647,0.25,0.25,0.900085213430627,0.895672368174864,0.00441284525576369,383.27645083234,503.561824251153,562.129292611905,676.413195580986,50.1160578960057,64.4422122971903
"tmp.192",194,1,1,0.65,1,47.3212250114027,64.880520736181,0.760348229138903,0.750000735721012,0.3,0.73852473673698,0.0321217864524576,0.3,0.3,0.900085213430627,0.893275336218734,0.0068098772118933,376.690301808165,502.288746368753,555.905014601669,675.384331103159,49.5027760769145,64.3164847886541
"tmp.193",195,1,1,0.65,1,47.3212250114027,64.880520736181,0.760348229138903,0.750000735721012,0.35,0.770611055446891,0.0401948955722057,0.35,0.35,0.900085213430627,0.890137766984375,0.00994744644625245,370.985354341543,500.853347567262,550.51352119092,674.224283584631,48.9715490203586,64.174726678202
"tmp.194",196,1,1,0.65,1,47.3212250114027,64.880520736181,0.760348229138903,0.750000735721012,0.4,0.798901152044612,0.0493093957094457,0.4,0.4,0.900085213430627,0.886115864990534,0.0139693484400935,365.955375166468,499.232789442861,545.759910445635,672.914595692397,48.5031729227091,64.0146824749087
"tmp.195",197,1,1,0.65,1,47.3212250114027,64.880520736181,0.760348229138903,0.750000735721012,0.45,0.824176248873833,0.0596295237800829,0.45,0.45,0.900085213430627,0.881030895684672,0.0190543177459553,361.461462950233,497.397870671901,541.51291286256,671.431667766905,48.0847137216353,63.8334682941988
"tmp.196",198,1,1,0.65,1,47.3212250114027,64.880520736181,0.760348229138903,0.750000735721012,0.5,0.846989921037455,0.0713676123758053,0.5,0.5,0.900085213430627,0.874656112766451,0.0254291006641757,357.40519203954,495.310838519582,537.67951071203,669.744989147089,47.7070063248385,63.6273557253029
"tmp.204",206,1,1,0.7,1,49.8059496796178,64.880520736181,0.758879248778012,0.750000735721012,0.05,0.541142246427939,0.00624164342889606,0.05,0.05,0.900085213430627,0.899876288126961,0.000208925303666563,425.529921644382,507.048773541436,603.830401539161,679.278886891778,54.0729443615041,64.7864306388024
"tmp.205",207,1,1,0.7,1,49.8059496796178,64.880520736181,0.758879248778012,0.750000735721012,0.1,0.633504229613103,0.0118999933777602,0.1,0.1,0.900085213430627,0.899298769682965,0.000786443747662569,411.453955406963,506.186441009229,590.829799167604,678.625163178542,52.7660527244503,64.7011334404353
"tmp.206",208,1,1,0.7,1,49.8059496796178,64.880520736181,0.758879248778012,0.750000735721012,0.15,0.692031290609634,0.0178699088884771,0.15,0.15,0.900085213430627,0.898322344778104,0.00176286865252318,402.534431311092,505.276625885396,582.591701394559,677.935443495129,51.9379140907837,64.6111395248673
"tmp.207",209,1,1,0.7,1,49.8059496796178,64.880520736181,0.758879248778012,0.750000735721012,0.2,0.735374845106747,0.0242853607938716,0.2,0.2,0.900085213430627,0.89689556945031,0.00318964398031674,395.928873605732,504.298911015014,576.490789547991,677.194249846878,51.3246170724758,64.5144293392595
"tmp.208",210,1,1,0.7,1,49.8059496796178,64.880520736181,0.758879248778012,0.750000735721012,0.25,0.769914128195248,0.0312362333586327,0.25,0.25,0.900085213430627,0.894954294206801,0.00513091922382658,390.665086863044,503.239598036144,571.629141171169,676.39119767366,50.8358975943795,64.4096479168769
"tmp.209",211,1,1,0.7,1,49.8059496796178,64.880520736181,0.758879248778012,0.750000735721012,0.3,0.798653277383395,0.0388095348329635,0.3,0.3,0.900085213430627,0.892420489914104,0.00766472351652314,386.285240526771,502.085426891456,567.583902662778,675.516234688691,50.4292481003476,64.2954836456693
"tmp.210",212,1,1,0.7,1,49.8059496796178,64.880520736181,0.758879248778012,0.750000735721012,0.35,0.823262447174197,0.0471024786171532,0.35,0.35,0.900085213430627,0.889198993473253,0.0108862199573739,382.534803050652,500.821582258746,564.119987964206,674.55812957797,50.0810364543291,64.1704710753265
"tmp.211",213,1,1,0.7,1,49.8059496796178,64.880520736181,0.758879248778012,0.750000735721012,0.4,0.84477223543506,0.0562308559626714,0.4,0.4,0.900085213430627,0.885172490173595,0.0149127232570326,379.256711319697,499.430417551289,561.092333136621,673.503504680595,49.7766800359901,64.0328647024003
"tmp.212",214,1,1,0.7,1,49.8059496796178,64.880520736181,0.758879248778012,0.750000735721012,0.45,0.863866445715418,0.0663376903361559,0.45,0.45,0.900085213430627,0.880194174575214,0.0198910388554134,376.34675367297,497.89013599277,558.40468799418,672.335836127853,49.5065032503583,63.8805085094803
"tmp.213",215,1,1,0.7,1,49.8059496796178,64.880520736181,0.758879248778012,0.750000735721012,0.5,0.881024006776085,0.0776045662160177,0.5,0.5,0.900085213430627,0.874076915316627,0.026008298114,373.731941367325,496.173064108679,555.989639926533,671.034144998228,49.2637294132324,63.7106651884439
"tmp.221",223,1,1,0.75,1,52.2622875176479,64.880520736181,0.757571022715658,0.750000735721012,0.05,0.647145941577774,0.00985002452415479,0.05,0.05,0.900085213430627,0.899787492234398,0.000297721196228951,425.812465419623,506.749046885432,606.392832032369,679.136211212597,54.1156623149923,64.7562308295269
"tmp.222",224,1,1,0.75,1,52.2622875176479,64.880520736181,0.757571022715658,0.750000735721012,0.1,0.721525398629424,0.0169079693943309,0.0999999999999999,0.0999999999999999,0.900085213430627,0.899070398510407,0.00101481492021971,416.366274374063,505.85268788692,597.932821953044,678.517271267218,53.2405196657939,64.6671720351115
"tmp.223",225,1,1,0.75,1,52.2622875176479,64.880520736181,0.757571022715658,0.750000735721012,0.15,0.766967980810894,0.0238101845892842,0.15,0.15,0.900085213430627,0.897943064790226,0.00214214864040141,410.595066437016,504.976106557161,592.764127282165,677.911987891626,52.7058459355314,64.5800782740571
"tmp.224",226,1,1,0.75,1,52.2622875176479,64.880520736181,0.757571022715658,0.750000735721012,0.2,0.799930464091116,0.0308625178433282,0.2,0.2,0.900085213430627,0.896375536687033,0.00370967674359379,406.408831060428,504.080460233897,589.0149342678,677.293540051731,52.3180120350771,64.4910902883228
"tmp.225",227,1,1,0.75,1,52.2622875176479,64.880520736181,0.757571022715658,0.750000735721012,0.25,0.825843435587422,0.0382161762022379,0.25,0.25,0.900085213430627,0.894322263596028,0.00576294983459946,403.117883680397,503.146545622316,586.067561313844,676.648667785551,52.013122117581,64.3983001121406
"tmp.226",228,1,1,0.75,1,52.2622875176479,64.880520736181,0.757571022715658,0.750000735721012,0.3,0.847205218447229,0.0459828749177331,0.3,0.3,0.900085213430627,0.891723981530439,0.00836123190018856,400.404937257202,502.160174885448,583.637846101204,675.967574327446,51.7617811158505,64.3002980964104
"tmp.227",229,1,1,0.75,1,52.2622875176479,64.880520736181,0.757571022715658,0.750000735721012,0.35,0.865380825373633,0.0542666679521398,0.35,0.35,0.900085213430627,0.888506066219484,0.0115791472111433,398.096635177549,501.108133170078,581.570530421708,675.241134761459,51.5479284013125,64.1957712639682
"tmp.228",230,1,1,0.75,1,52.2622875176479,64.880520736181,0.757571022715658,0.750000735721012,0.4,0.881201242502669,0.0631786504197565,0.4,0.4,0.900085213430627,0.88457487905785,0.0155103343727769,396.087442202161,499.976311396691,579.771096899656,674.459606704327,51.3617866585983,64.0833177907523
"tmp.229",231,1,1,0.75,1,52.2622875176479,64.880520736181,0.757571022715658,0.750000735721012,0.45,0.895212061260956,0.0728476247085903,0.45,0.45,0.900085213430627,0.879811969131562,0.0202732442990654,394.308068219859,498.748351662009,578.17748930136,673.611694949803,51.1969365033054,63.9613124181918
"tmp.230",232,1,1,0.75,1,52.2622875176479,64.880520736181,0.757571022715658,0.750000735721012,0.5,0.907792478722478,0.0834312829725975,0.5,0.5,0.900085213430627,0.874065269353801,0.0260199440768263,392.710355202245,497.40422706248,576.746577289557,672.683570830342,51.0489163334667,63.8277653499113
"tmp.238",240,1,1,0.8,1,54.6941885271199,64.880520736181,0.756398443800638,0.750000735721012,0.05,0.740193979207974,0.0149968798199711,0.05,0.05,0.900085213430627,0.899683510243744,0.000401703186883262,432.79629171247,506.476317010291,615.644866981247,679.09819967393,54.7710518513955,64.7277575362354
"tmp.239",241,1,1,0.8,1,54.6941885271199,64.880520736181,0.756398443800638,0.750000735721012,0.1,0.795482944163824,0.0233770082497206,0.0999999999999999,0.0999999999999999,0.900085213430627,0.89883382258154,0.00125139084908743,427.178932872955,505.624895961828,610.837845046253,678.594281349506,54.2512568793302,64.6423947640954
"tmp.240",242,1,1,0.8,1,54.6941885271199,64.880520736181,0.756398443800638,0.750000735721012,0.15,0.8284743845567,0.0310232951227628,0.15,0.15,0.900085213430627,0.897584264793114,0.00250094863751305,423.827002529039,504.848033215527,607.969450281362,678.134490774526,53.9410903777308,64.5645071458408
"tmp.241",243,1,1,0.8,1,54.6941885271199,64.880520736181,0.756398443800638,0.750000735721012,0.2,0.852117828341544,0.0384839511512656,0.2,0.2,0.900085213430627,0.895924140110173,0.00416107332045434,421.424828640499,504.090030563031,605.913804041949,677.685862651878,53.7188083507208,64.4885104250369
"tmp.242",244,1,1,0.8,1,54.6941885271199,64.880520736181,0.756398443800638,0.750000735721012,0.25,0.870577549259528,0.045995169638759,0.25,0.25,0.900085213430627,0.893824272587537,0.00626094084309015,419.549320995232,503.326890764702,604.308849356372,677.234194080648,53.5452606974674,64.4119986582285
"tmp.243",245,1,1,0.8,1,54.6941885271199,64.880520736181,0.756398443800638,0.750000735721012,0.3,0.885738080900483,0.0537047988810055,0.3,0.3,0.900085213430627,0.891241885773922,0.00884332765670515,418.009010980511,502.54359243369,602.990738080416,676.770594568749,53.4027301196731,64.3334658135583
"tmp.244",246,1,1,0.8,1,54.6941885271199,64.880520736181,0.756398443800638,0.750000735721012,0.35,0.898616917113282,0.061730686073604,0.35,0.35,0.900085213430627,0.888120452323196,0.0119647611074309,416.700521221291,501.728162294922,601.871005630703,676.287977666155,53.2816507267995,64.251711460342
"tmp.245",247,1,1,0.8,1,54.6941885271199,64.880520736181,0.756398443800638,0.750000735721012,0.4,0.909828032385398,0.0701843367866595,0.4,0.4,0.900085213430627,0.884387283118029,0.0156979303125977,415.561471909644,500.869271382475,600.896270851858,675.779638260823,53.1762502846978,64.1655997657995
"tmp.246",248,1,1,0.8,1,54.6941885271199,64.880520736181,0.756398443800638,0.750000735721012,0.45,0.919772017103837,0.0791847424062019,0.45,0.45,0.900085213430627,0.879949130788025,0.0201360826426022,414.55116306225,499.95483017153,600.03170497147,675.23842109966,53.0827626735069,64.0739186441425
"tmp.247",249,1,1,0.8,1,54.6941885271199,64.880520736181,0.756398443800638,0.750000735721012,0.5,0.928726291831169,0.0888700517669256,0.5,0.5,0.900085213430627,0.874685241338962,0.0253999720916648,413.641408749953,498.97080274048,599.253188045704,674.656018943715,52.9985797450423,63.9752608654466
"tmp.255",257,1,1,0.85,1,57.1048309659657,64.880520736181,0.755340729414927,0.750000735721012,0.05,0.817911405568002,0.0223307129132818,0.05,0.05,0.900085213430627,0.899569596672381,0.00051561675824574,445.675150895718,506.298399676008,630.653496857025,679.267286529943,55.9608971016347,64.7068840402196
"tmp.256",258,1,1,0.85,1,57.1048309659657,64.880520736181,0.755340729414927,0.750000735721012,0.1,0.855439453743911,0.0317829803752449,0.1,0.1,0.900085213430627,0.898608243005705,0.0014769704249219,442.815513624714,505.578136895406,628.389342164163,678.957139526627,55.6961978916398,64.6333861408102
"tmp.257",259,1,1,0.85,1,57.1048309659657,64.880520736181,0.755340729414927,0.750000735721012,0.15,0.877589691780931,0.0398661232321382,0.15,0.15,0.900085213430627,0.897280890218758,0.00280432321186885,441.127665486293,504.962201409711,627.052966630737,678.691916124462,55.5399640666854,64.5705341295867
"tmp.258",260,1,1,0.85,1,57.1048309659657,64.880520736181,0.755340729414927,0.750000735721012,0.2,0.893408277121806,0.047419701591472,0.2,0.2,0.900085213430627,0.895591893989179,0.00449331944144793,439.922289283318,504.38661873873,626.098594475113,678.444068747958,55.4283897310487,64.5117998476095
"tmp.259",261,1,1,0.85,1,57.1048309659657,64.880520736181,0.755340729414927,0.750000735721012,0.25,0.905756582966712,0.0547776638532629,0.25,0.25,0.900085213430627,0.893525394640649,0.00655981878997813,438.981348377937,503.825942014381,625.35359237704,678.20263991036,55.3412925607776,64.4545866157209
"tmp.260",262,1,1,0.85,1,57.1048309659657,64.880520736181,0.755340729414927,0.750000735721012,0.3,0.915916683747666,0.062128911979574,0.3,0.3,0.900085213430627,0.891052525681969,0.00903268774865817,438.207148698428,503.265776907156,624.740609795177,677.96143137641,55.2696296105068,64.3974255908668
"tmp.261",263,1,1,0.85,1,57.1048309659657,64.880520736181,0.755340729414927,0.750000735721012,0.35,0.924576202863284,0.0696076333928094,0.35,0.35,0.900085213430627,0.888132456616735,0.0119527568138925,437.547293341818,502.695898335468,624.21816080578,677.716040199712,55.2085508179702,64.3392733732796
"tmp.262",264,1,1,0.85,1,57.1048309659657,64.880520736181,0.755340729414927,0.750000735721012,0.4,0.932148322334057,0.0773275422585564,0.4,0.4,0.900085213430627,0.884711037938181,0.0153741754924465,436.970297838145,502.107641279898,623.76131717367,677.462735200651,55.1551418574907,64.2792457568852
"tmp.263",265,1,1,0.85,1,57.1048309659657,64.880520736181,0.755340729414927,0.750000735721012,0.45,0.938902140642947,0.085399501878344,0.45,0.45,0.900085213430627,0.88071765582071,0.0193675576099175,436.455656883007,501.49255795687,623.353843559612,677.197878741918,55.1075046778955,64.2164807030441
"tmp.264",266,1,1,0.85,1,57.1048309659657,64.880520736181,0.755340729414927,0.750000735721012,0.5,0.945024232238615,0.0939440110584526,0.5,0.5,0.900085213430627,0.876059988792882,0.0240252246377448,435.989153503418,500.841466357346,622.98448349187,676.91751702684,55.0643233005616,64.1500412504208
"tmp.265",267,1,1,0.85,1,57.1048309659657,64.880520736181,0.755340729414927,0.750000735721012,0.55,0.950651060687622,0.10310347065089,0.55,0.55,0.900085213430627,0.870615682680079,0.0294695307505486,435.560389175603,500.143515536402,622.645003805129,676.616977610661,55.0246351974594,64.0788201341672
"tmp.272",274,1,1,0.9,1,59.4969659165409,64.880520736181,0.754381657954888,0.750000735721012,0.05,0.880194728654835,0.0330751299287187,0.05,0.05,0.900085213430627,0.899456343223623,0.000628870207004306,463.286107784334,506.319783399621,650.17846790349,679.811436933085,57.5759429445559,64.702458961043
"tmp.273",275,1,1,0.9,1,59.4969659165409,64.880520736181,0.754381657954888,0.750000735721012,0.1,0.902694983509826,0.0430532606649999,0.0999999999999999,0.0999999999999999,0.900085213430627,0.898425634340932,0.0016595790896955,462.143094837701,505.812894358218,649.41614560083,679.754551081456,57.4697553710517,64.6487411472267
"tmp.274",276,1,1,0.9,1,59.4969659165409,64.880520736181,0.754381657954888,0.750000735721012,0.15,0.916016781301988,0.051066739802821,0.15,0.15,0.900085213430627,0.897089172154417,0.00299604127620989,461.466347509859,505.405809618017,648.964794999072,679.708865812611,57.4068845550818,64.6056001429922
"tmp.275",277,1,1,0.9,1,59.4969659165409,64.880520736181,0.754381657954888,0.750000735721012,0.2,0.925589002499467,0.0582471177752423,0.2,0.2,0.900085213430627,0.895460507446942,0.00462470598368492,460.980078673027,505.041046417018,648.640482330088,679.667930097619,57.3617094693525,64.5669441845519
"tmp.276",278,1,1,0.9,1,59.4969659165409,64.880520736181,0.754381657954888,0.750000735721012,0.25,0.93311705228564,0.0650193254694421,0.25,0.25,0.900085213430627,0.893533521900241,0.00655169153038604,460.597653743889,504.697018266152,648.385427430287,679.629321382994,57.3261816344384,64.5304856331802
"tmp.277",279,1,1,0.9,1,59.4969659165409,64.880520736181,0.754381657954888,0.750000735721012,0.3,0.939362628407671,0.0716079391204972,0.3,0.3,0.900085213430627,0.891290652876247,0.00879456055438055,460.28037847689,504.362316692679,648.173823517288,679.591759347729,57.2967062983674,64.4950154704043
"tmp.278",280,1,1,0.9,1,59.4969659165409,64.880520736181,0.754381657954888,0.750000735721012,0.35,0.944733852052283,0.0781596724325486,0.35,0.35,0.900085213430627,0.888704638636457,0.0113805747941701,460.007520315744,504.029488640427,647.991843197365,679.55440756923,57.2713573763553,64.4597438549553
"tmp.279",281,1,1,0.9,1,59.4969659165409,64.880520736181,0.754381657954888,0.750000735721012,0.4,0.949476236479451,0.0847878242905857,0.4,0.4,0.900085213430627,0.885737973570439,0.0143472398601882,459.766607186844,503.692778526038,647.831168332128,679.516620124554,57.2489761945336,64.4240608360746
"tmp.280",282,1,1,0.9,1,59.4969659165409,64.880520736181,0.754381657954888,0.750000735721012,0.45,0.953750301292762,0.0915934051681793,0.45,0.45,0.900085213430627,0.882340860782591,0.017744352648036,459.549484694328,503.347055017457,647.686360419898,679.477821147644,57.2288051976071,64.3874226183406
"tmp.281",283,1,1,0.9,1,59.4969659165409,64.880520736181,0.754381657954888,0.750000735721012,0.5,0.957668218695279,0.0986782600847957,0.5,0.5,0.900085213430627,0.878447556119397,0.0216376573112298,459.35045449028,502.987144387692,647.553618998293,679.43743001465,57.2103150007251,64.3492809135078
"tmp.282",284,1,1,0.9,1,59.4969659165409,64.880520736181,0.754381657954888,0.750000735721012,0.55,0.961313185040506,0.106156137635278,0.55,0.55,0.900085213430627,0.873970440979066,0.0261147724515615,459.165290199942,502.607268208128,647.430125324318,679.394798238812,57.1931129674949,64.3090233497802
